mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.007974942525227865,0.0012528949086733244,0.007293542226155599,0.004139035528725802,entropy,10,4,5,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5}",-0.74372869504414,-0.5501003832816207,-0.7203419707385867,-0.6713903496881158,0.08629475334226108,9
0.005237261454264323,0.002641806274675131,0.0021675427754720054,0.0004923632997862952,entropy,10,4,10,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10}",-0.730617952976139,-0.44132140901624384,-0.510223867442271,-0.5607210764782179,0.12338449031948863,2
0.006247520446777344,0.0014231273621453124,0.004071950912475586,0.0019089040672463538,entropy,20,1,2,"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2}",-0.7699501791801422,-0.6724767293301699,-0.9698572184029621,-0.8040947089710914,0.1237825391732804,33
0.006379365921020508,0.001434259128292994,0.0035440921783447266,0.0014375981721190113,entropy,20,1,5,"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5}",-0.7699501791801422,-0.6316846139806536,-0.7334743521946065,-0.7117030484518008,0.05850831211591302,12
0.006342411041259766,0.0020720181660714362,0.0045490264892578125,0.002483347441231885,entropy,20,1,10,"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10}",-0.6126212743641295,-0.3869319218835554,-0.9304600740349027,-0.6433377567608626,0.2229549128761032,7
0.006049633026123047,0.0018517718252620357,0.004111687342325847,0.0010584226902681428,entropy,20,2,2,"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2}",-0.8748361157241504,-0.6724767293301699,-0.7072095892825672,-0.7515074781122958,0.088351787499425,21
0.004149436950683594,0.0008540000635493879,0.002355655034383138,0.0004222237243473097,entropy,20,2,5,"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5}",-0.7961716633161442,-0.9852162803431284,-0.7072095892825672,-0.8295325109806132,0.11592135174700564,38
0.005836089452107747,0.001981953732752631,0.002657810846964518,0.00017204080845014774,entropy,20,2,10,"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10}",-0.6126212743641295,-0.49571089614893227,-0.6415476820024684,-0.5832932841718433,0.06304596356924398,3
0.005652189254760742,0.0020196973949055627,0.003494898478190104,0.0011824354360948396,entropy,20,4,2,"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2}",-0.756839437112141,-0.6996714728965141,-0.7203419707385867,-0.7256176269157472,0.023634980349960203,14
0.004178524017333984,0.00019414398203569143,0.0025643507639567056,9.742860485016586e-05,entropy,20,4,5,"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5}",-0.74372869504414,-0.6996714728965141,-0.8779305482108237,-0.7737769053838259,0.07581224919251367,27
0.004229625066121419,0.00023310537241729893,0.00363008181254069,0.0015217720127785217,entropy,20,4,10,"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10}",-0.74372869504414,-0.6044898704143093,-0.8779305482108237,-0.7420497045564244,0.11163800226699294,18
0.0074158509572347,0.004251268710410745,0.0032280286153157554,0.0014853870670005441,entropy,30,1,2,"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2}",-0.7699501791801422,-0.4005292936667275,-0.6940772078265474,-0.6215188935578057,0.1593036500743574,4
0.007834911346435547,0.0025719593011672244,0.0043137868245442705,0.0018283784527574364,entropy,30,1,5,"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5}",-0.7699501791801422,-0.7268662164628583,-0.7334743521946065,-0.7434302492792023,0.01894548100780015,19
0.004041910171508789,0.0009481360037079641,0.0026520888010660806,0.0009870067363978439,entropy,30,1,10,"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10}",-0.6126212743641295,-0.332542434750867,-0.9304600740349027,-0.625207927716633,0.24426105396168618,5
0.005411704381306966,0.0011995979624800394,0.002829949061075846,8.277951968892239e-05,entropy,30,2,2,"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2}",-0.7043964688401367,-0.8356451907282352,-0.5758857747223696,-0.7053091447635804,0.10604830120887687,10
0.007916132609049479,0.0016191563193078344,0.003473361333211263,0.001028314290683661,entropy,30,2,5,"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5}",-0.730617952976139,-0.8900346778609236,-0.8254010223867447,-0.8153512177412692,0.06546842482350784,34
0.004873037338256836,0.0006739458571038574,0.002760171890258789,0.00011193712086820334,entropy,30,2,10,"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10}",-0.6126212743641295,-0.7676583318123746,-0.7466067336506264,-0.7089621132757102,0.06866323799497216,11
0.007049560546875,0.00144987234186512,0.002813100814819336,0.0006207967789090459,entropy,30,4,2,"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2}",-0.74372869504414,-0.7132688446796862,-1.08804865150714,-0.8483487304103221,0.16994899186014956,40
0.004699389139811198,0.00041558322694707357,0.003387451171875,0.001262046943356198,entropy,30,4,5,"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5}",-0.756839437112141,-0.686074101113342,-0.8779305482108237,-0.7736146954787689,0.07921818412110333,26
0.003801425298055013,0.0010340936433603709,0.0019067923227945964,0.00019621972984539617,entropy,30,4,10,"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10}",-0.74372869504414,-0.6044898704143093,-0.6152829190904288,-0.654500494849626,0.06324753622287307,8
