mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.4342642625172933,0.027187053794947465,0.020787874857584637,0.0007937310872789708,20,4,10,200,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",-0.507735337820121,-0.23736083226866223,-0.19504671249779704,-0.3133809608621934,0.13851074342212338,77
0.11457101504007976,0.007884794165650825,0.009342193603515625,0.0015082994857320055,30,1,2,50,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",-0.4028494012761126,-0.14217922978645747,-0.2738410012339154,-0.27295654409882847,0.10641998958350322,50
0.24184719721476236,0.019688924484376417,0.014417092005411783,0.0012230537757795636,30,1,2,100,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-0.4552923695481168,-0.08778974265376904,-0.22131147540983642,-0.25479786253724074,0.15188932107666717,34
0.45563340187072754,0.0043574712523413595,0.024796168009440105,0.00322015154157097,30,1,2,200,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-0.4028494012761126,-0.07419237087059694,-0.19504671249779704,-0.22402949488150217,0.13572978588545925,13
0.11057066917419434,0.007117302539404218,0.007653395334879558,6.811718898645001e-05,30,1,5,50,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",-0.507735337820121,-0.08778974265376904,-0.10312004230565863,-0.2328817075931829,0.19445161019055443,21
0.22324736913045248,0.01058866801739123,0.012286663055419922,0.000954195535800959,30,1,5,100,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-0.717507210908138,0.034586603394780036,-0.20817909395381662,-0.2970332338223915,0.3134034354279015,75
0.43955477078755695,0.013667081990108626,0.022174278895060223,0.0016388798709311674,30,1,5,200,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",-0.5601783060921253,-0.07419237087059694,-0.10312004230565863,-0.24583023975612694,0.22259115383822664,30
0.10207470258076985,0.0020091876072481497,0.007460594177246094,0.00026288745082113005,30,1,10,50,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",-0.717507210908138,-0.12858185800328537,-0.19504671249779704,-0.3470452604697401,0.26335772473033786,81
0.20459723472595215,0.0032767371273965187,0.013121763865152994,0.00021437019841136416,30,1,10,100,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",-0.507735337820121,-0.12858185800328537,-0.08998766084963905,-0.24210161889101514,0.1884910828793837,27
0.39950188000996906,0.0028805580538512356,0.02066206932067871,0.00024497297267509274,30,1,10,200,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",-0.507735337820121,-0.12858185800328537,-0.10312004230565863,-0.24647907937635502,0.18502828693055173,31
0.10553661982218425,0.004510467231600793,0.007559935251871745,0.0002233804671739259,30,2,2,50,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",-0.507735337820121,-0.1829713451359738,-0.11625242376167844,-0.2689863689059244,0.1710042031365143,49
0.20810453097025552,0.004476465085487104,0.013492504755655924,0.001681465712128019,30,2,2,100,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",-0.507735337820121,-0.07419237087059694,-0.10312004230565863,-0.22834925033212553,0.19790846698251044,16
0.4058872063954671,0.005834105333839382,0.021660566329956055,0.0011746334069922834,30,2,2,200,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",-0.4552923695481168,-0.12858185800328537,-0.14251718667371804,-0.2421304714083734,0.15083554943534147,29
0.10522349675496419,0.001338504415950233,0.00749508539835612,0.0002801383020526001,30,2,5,50,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",-0.4552923695481168,-0.019802883737908505,-0.19504671249779704,-0.22338065526127412,0.17891316757429732,12
0.204571803410848,0.000904062635999982,0.012312968571980795,0.00018245957841692029,30,2,5,100,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",-0.6126212743641295,0.034586603394780036,-0.14251718667371804,-0.24018395254768918,0.27309779338240564,22
0.41054685910542804,0.06516718183454426,0.02273861567179362,0.010130828062318865,30,2,5,200,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",-0.4552923695481168,-0.07419237087059694,-0.15564956812973763,-0.2283781028494838,0.16386250754796922,20
0.2495260238647461,0.03505864486383386,0.018961111704508465,0.0009003258493725575,30,2,10,50,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",-0.507735337820121,-0.12858185800328537,-0.19504671249779704,-0.2771213027737345,0.16531085685464653,52
0.2671064535776774,0.03483291285471955,0.013288100560506185,0.00046833154605733807,30,2,10,100,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",-0.507735337820121,-0.12858185800328537,-0.15564956812973763,-0.2639889213177147,0.17270862148176203,47
0.5397857030232748,0.2118378789806686,0.018280665079752605,0.004018892670160691,30,2,10,200,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",-0.507735337820121,-0.07419237087059694,-0.14251718667371804,-0.24148163178814533,0.1903248925661134,25
0.10172390937805176,0.013087405935443702,0.0058745543162028,0.00120443740062326,30,4,2,50,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",-0.507735337820121,0.034586603394780036,-0.14251718667371804,-0.20522197369968634,0.22579812476008104,2
0.2175757090250651,0.01015078050796133,0.015108664830525717,0.003064970569981803,30,4,2,100,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",-0.507735337820121,-0.12858185800328537,-0.14251718667371804,-0.2596114608323748,0.17554228758309853,38
0.3912998040517171,0.009013440884710098,0.017727375030517578,0.004482637413105839,30,4,2,200,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",-0.507735337820121,-0.23736083226866223,-0.14251718667371804,-0.2958711189208338,0.15473345838309324,72
0.13687817255655924,0.04537552561857174,0.010093609491984049,0.0035243015617329263,30,4,5,50,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",-0.507735337820121,-0.23736083226866223,-0.08998766084963905,-0.2783612769794741,0.17299144054629176,57
